"timestamp","humidity","temperature"
"2023-04-22 05:55:03.962144","55.00","17.88"
"2023-04-22 11:55:04.076197","59.00","18.22"
"2023-04-22 18:20:03.913853","42.00","18.35"
"2023-04-23 07:50:04.166448","54.00","18.34"
"2023-04-23 08:20:04.718825","54.00","18.35"
"2023-04-21 22:20:03.869414","57.00","18.55"
"2023-04-22 10:35:04.510328","58.00","18.16"
"2023-04-22 07:25:04.644146","55.00","17.80"
"2023-04-22 15:05:03.934332","49.00","18.24"
"2023-04-21 17:05:04.092509","51.00","18.29"
"2023-04-22 18:25:04.505431","42.00","18.15"
"2023-04-23 07:35:04.380002","54.00","18.28"
"2023-04-22 21:05:04.514898","48.00","18.35"
"2023-04-22 07:05:04.203635","55.00","17.78"
"2023-04-22 16:40:04.523880","43.00","18.16"
"2023-04-21 23:00:04.648586","56.00","18.39"
"2023-04-22 22:05:04.775374","49.00","18.40"
"2023-04-22 00:50:03.947173","55.00","18.26"
"2023-04-21 21:25:04.092566","58.00","18.49"
"2023-04-23 10:45:04.100214","54.00","18.70"
"2023-04-21 21:00:03.876579","58.00","18.56"
"2023-04-23 08:00:04.276133","54.00","18.21"
"2023-04-22 23:15:04.262162","50.00","18.50"
"2023-04-23 11:10:04.115736","55.00","18.73"
"2023-04-22 07:20:04.044010","55.00","17.89"
"2023-04-22 02:05:03.852735","56.00","18.25"
"2023-04-22 08:40:04.649911","55.00","17.81"
"2023-04-22 17:25:04.014791","46.00","18.28"
"2023-04-22 06:20:03.916723","55.00","17.88"
"2023-04-22 17:15:04.813564","44.00","18.15"
"2023-04-22 21:35:04.126311","49.00","18.26"
"2023-04-22 07:40:04.471867","55.00","17.78"
"2023-04-23 02:40:03.975415","53.00","18.35"
"2023-04-21 16:05:15.486557","52.00","18.15"
"2023-04-22 20:45:04.212284","47.00","18.24"
"2023-04-22 03:30:04.365106","56.00","18.13"
"2023-04-22 10:15:04.077392","55.00","18.02"
"2023-04-22 14:55:04.704339","50.00","18.18"
"2023-04-22 09:30:04.690889","56.00","17.85"
"2023-04-23 09:20:03.944877","54.00","18.38"
"2023-04-21 22:45:03.850325","56.00","18.40"
"2023-04-22 02:30:04.043797","56.00","18.26"
"2023-04-21 18:15:04.499603","46.00","18.13"
"2023-04-21 22:10:04.655357","57.00","18.47"
"2023-04-22 22:10:04.405597","49.00","18.45"
"2023-04-21 16:15:19.031920","51.00","18.32"
"2023-04-22 06:55:04.017766","55.00","17.73"
"2023-04-23 03:30:03.942897","54.00","18.35"
"2023-04-22 21:30:04.532168","48.00","18.19"
"2023-04-21 16:25:58.978565","51.00","18.13"
"2023-04-23 06:25:03.873452","54.00","18.29"
"2023-04-23 01:50:03.992131","53.00","18.45"
"2023-04-22 10:05:03.850136","55.00","17.97"
"2023-04-22 00:05:04.532623","56.00","18.43"
"2023-04-23 02:50:04.129430","53.00","18.38"
"2023-04-23 01:25:04.004721","53.00","18.47"
"2023-04-22 21:40:04.725853","49.00","18.24"
"2023-04-23 06:45:04.269006","54.00","18.26"
"2023-04-23 06:15:04.621199","54.00","18.28"
"2023-04-22 21:55:04.555069","49.00","18.31"
"2023-04-22 14:15:03.908685","53.00","18.32"
"2023-04-21 20:20:04.152056","59.00","18.53"
"2023-04-22 01:05:04.707862","55.00","18.39"
"2023-04-23 01:35:04.199372","53.00","18.35"
"2023-04-22 05:05:04.836465","55.00","17.99"
"2023-04-21 16:40:04.258712","51.00","18.24"
"2023-04-21 19:35:04.614534","58.00","18.53"
"2023-04-22 19:45:03.992103","45.00","18.29"
"2023-04-22 19:25:04.652482","43.00","18.35"
"2023-04-21 16:30:03.851987","51.00","18.19"
"2023-04-23 07:55:04.712762","54.00","18.19"
"2023-04-23 01:40:04.814335","53.00","18.39"
"2023-04-23 10:25:04.708599","54.00","18.50"
"2023-04-21 20:35:03.909476","59.00","18.59"
"2023-04-23 03:50:04.280113","54.00","18.38"
"2023-04-22 02:35:04.668190","56.00","18.18"
"2023-04-23 03:40:04.161360","54.00","18.34"
"2023-04-22 11:15:04.326861","58.00","18.08"
"2023-04-22 02:55:04.121929","56.00","18.16"
"2023-04-22 18:40:04.327950","41.00","18.28"
"2023-04-22 05:35:04.449896","55.00","17.84"
"2023-04-22 03:40:04.603618","56.00","18.12"
"2023-04-23 00:55:04.373654","52.00","18.47"
"2023-04-22 03:35:03.952908","56.00","18.06"
"2023-04-23 02:35:04.354054","53.00","18.40"
"2023-04-22 04:45:04.458883","55.00","18.05"
"2023-04-23 07:30:04.781838","54.00","18.25"
"2023-04-22 01:00:04.112788","55.00","18.43"
"2023-04-22 15:30:03.941692","45.00","18.13"
"2023-04-21 15:52:33.367070","52.00","18.08"
"2023-04-23 10:35:03.867245","54.00","18.66"
"2023-04-23 05:05:04.199622","54.00","18.47"
"2023-04-23 07:40:03.959156","54.00","18.13"
"2023-04-23 01:45:04.405942","53.00","18.29"
"2023-04-22 13:35:03.861267","57.00","18.31"
"2023-04-23 03:45:04.726135","54.00","18.40"
"2023-04-22 09:15:03.917380","55.00","17.98"
"2023-04-22 06:05:04.102994","55.00","17.88"
"2023-04-22 23:55:04.019838","51.00","18.45"
"2023-04-22 21:50:03.961984","49.00","18.32"
"2023-04-22 10:55:03.938229","57.00","18.02"
"2023-04-21 19:50:04.455735","60.00","18.46"
"2023-04-23 08:30:03.876165","54.00","18.25"
"2023-04-22 13:55:04.320905","55.00","18.28"
"2023-04-21 18:40:04.761070","48.00","18.36"
"2023-04-23 06:05:04.421690","54.00","18.22"
"2023-04-21 20:30:04.316917","59.00","18.56"
"2023-04-22 02:15:04.206652","56.00","18.21"
"2023-04-22 13:10:03.882561","55.00","18.22"
"2023-04-23 03:25:04.373670","54.00","18.35"
"2023-04-21 12:36:10.007948","54.00","18.01"
"2023-04-23 00:50:04.817290","52.00","18.38"
"2023-04-23 04:20:03.911763","54.00","18.39"
"2023-04-22 00:25:04.016888","56.00","18.35"
"2023-04-21 19:10:04.432372","53.00","18.42"
"2023-04-22 03:15:04.525845","56.00","18.06"
"2023-04-23 09:55:04.021295","55.00","18.55"
"2023-04-21 17:25:04.470548","51.00","18.34"
"2023-04-22 22:55:03.871820","49.00","18.42"
"2023-04-22 02:10:04.579690","56.00","18.19"
"2023-04-23 09:00:04.567964","54.00","18.39"
"2023-04-22 22:50:04.285980","49.00","18.35"
"2023-04-21 17:15:04.299073","51.00","18.32"
"2023-04-22 01:30:04.730493","56.00","18.35"
"2023-04-22 00:30:04.597364","56.00","18.32"
"2023-04-23 04:30:04.071148","54.00","18.42"
"2023-04-22 08:00:04.798467","55.00","17.77"
"2023-04-23 00:25:04.779928","52.00","18.45"
"2023-04-22 09:20:04.577454","55.00","17.80"
"2023-04-22 01:25:04.165558","56.00","18.32"
"2023-04-23 04:05:04.010704","54.00","18.29"
"2023-04-22 17:00:03.942707","44.00","18.28"
"2023-04-21 16:04:49.031062","52.00","18.08"
"2023-04-22 18:55:04.095653","43.00","18.32"
"2023-04-22 22:15:03.994011","49.00","18.35"
"2023-04-21 22:00:04.385469","57.00","18.47"
"2023-04-22 16:30:04.289251","46.00","18.29"
"2023-04-22 21:45:04.393616","49.00","18.25"
"2023-04-22 23:25:04.477685","50.00","18.46"
"2023-04-22 11:30:04.122900","58.00","18.24"
"2023-04-22 18:10:04.737990","44.00","18.38"
"2023-04-22 04:10:04.185905","56.00","17.97"
"2023-04-22 22:35:04.471269","49.00","18.40"
"2023-04-22 03:55:04.384750","56.00","18.13"
"2023-04-23 05:50:04.617320","54.00","18.32"
"2023-04-21 18:55:04.539126","51.00","18.47"
"2023-04-22 16:00:04.548730","46.00","18.29"
"2023-04-22 16:05:04.147167","46.00","18.15"
"2023-04-22 02:40:04.300129","56.00","18.16"
"2023-04-22 08:45:04.369110","55.00","17.83"
"2023-04-22 06:30:04.066822","55.00","17.84"
"2023-04-22 11:10:04.742158","58.00","18.09"
"2023-04-23 06:20:04.276129","54.00","18.38"
"2023-04-22 07:35:04.829667","54.00","17.67"
"2023-04-22 04:40:03.840778","55.00","17.98"
"2023-04-22 01:55:04.665049","56.00","18.24"
"2023-04-21 19:30:03.965446","57.00","18.40"
"2023-04-22 18:35:04.700789","42.00","18.31"
"2023-04-23 06:50:03.894010","54.00","18.21"
"2023-04-22 11:50:04.486716","58.00","18.18"
"2023-04-23 05:40:04.418506","54.00","18.25"
"2023-04-23 10:00:04.606057","55.00","18.53"
"2023-04-22 23:45:03.874236","51.00","18.53"
"2023-04-23 05:25:04.651143","54.00","18.38"
"2023-04-21 22:30:04.078889","56.00","18.38"
"2023-04-22 01:15:03.931245","56.00","18.32"
"2023-04-23 04:25:04.503973","54.00","18.36"
"2023-04-22 17:45:04.421770","43.00","18.32"
"2023-04-23 09:25:04.528576","54.00","18.42"
"2023-04-23 02:55:04.696451","54.00","18.40"
"2023-04-23 04:15:04.235089","54.00","18.39"
"2023-04-21 23:05:04.246991","56.00","18.42"
"2023-04-22 10:25:04.316656","55.00","18.08"
"2023-04-21 22:05:03.996777","57.00","18.40"
"2023-04-23 02:00:04.171007","53.00","18.47"
"2023-04-22 05:15:04.055780","55.00","17.88"
"2023-04-22 14:10:04.215852","53.00","18.26"
"2023-04-22 03:20:04.189498","56.00","18.21"
"2023-04-22 13:40:04.489840","56.00","18.31"
"2023-04-22 22:45:04.690762","49.00","18.47"
"2023-04-21 16:04:37.260862","52.00","18.13"
"2023-04-21 22:25:04.489388","57.00","18.47"
"2023-04-21 23:45:04.196895","56.00","18.40"
"2023-04-22 23:50:04.430971","51.00","18.45"
"2023-04-21 15:52:30.403144","52.00","18.18"
"2023-04-23 01:00:03.979789","52.00","18.42"
"2023-04-23 09:35:04.708499","55.00","18.46"
"2023-04-23 07:00:04.082541","54.00","18.29"
"2023-04-21 19:40:04.283369","59.00","18.52"
"2023-04-22 05:00:04.245151","55.00","17.99"
"2023-04-21 21:20:04.509260","58.00","18.56"
"2023-04-23 07:10:04.324093","54.00","18.24"
"2023-04-23 01:05:04.566776","53.00","18.52"
"2023-04-21 20:05:04.283002","60.00","18.63"
"2023-04-21 17:00:04.506216","51.00","18.32"
"2023-04-21 23:25:04.727295","56.00","18.39"
"2023-04-22 04:55:04.648495","55.00","18.01"
"2023-04-22 05:50:04.391018","55.00","17.83"
"2023-04-22 09:35:04.290446","56.00","17.99"
"2023-04-21 16:55:03.959444","51.00","18.35"
"2023-04-23 08:05:03.876423","54.00","18.24"
"2023-04-22 07:15:04.405592","54.00","17.80"
"2023-04-22 13:45:04.084276","55.00","18.34"
"2023-04-23 06:40:04.683711","54.00","18.31"
"2023-04-22 07:00:04.602947","55.00","17.80"
"2023-04-23 01:30:04.602918","53.00","18.39"
"2023-04-22 03:10:03.903958","56.00","18.06"
"2023-04-21 16:25:14.783604","51.00","18.13"
"2023-04-22 19:35:04.797075","43.00","18.26"
"2023-04-22 02:25:04.441083","56.00","18.24"
"2023-04-21 22:55:04.036364","56.00","18.38"
"2023-04-22 23:35:04.641414","51.00","18.49"
"2023-04-22 01:50:04.069086","56.00","18.18"
"2023-04-22 10:50:04.362621","58.00","18.05"
"2023-04-21 21:05:04.559600","58.00","18.57"
"2023-04-22 10:20:04.722201","55.00","17.94"
"2023-04-23 10:10:03.888909","55.00","18.56"
"2023-04-23 03:35:04.540026","54.00","18.34"
"2023-04-22 10:30:03.914480","56.00","18.16"
"2023-04-21 15:48:11.618839","52.00","18.04"
"2023-04-21 21:40:03.993021","57.00","18.53"
"2023-04-21 17:30:04.068452","51.00","18.18"
"2023-04-22 04:50:04.060336","55.00","18.01"
"2023-04-21 16:32:04.034414","51.00","18.32"
"2023-04-22 04:00:03.979019","55.00","17.97"
"2023-04-23 03:05:03.859619","53.00","18.45"
"2023-04-21 15:52:24.184318","52.00","18.12"
"2023-04-23 00:00:04.628897","51.00","18.52"
"2023-04-22 16:20:04.108332","46.00","18.25"
"2023-04-23 03:55:03.845751","54.00","18.38"
"2023-04-23 01:15:04.764651","53.00","18.42"
"2023-04-22 12:05:04.224572","59.00","18.19"
"2023-04-22 12:00:04.645939","59.00","18.15"
"2023-04-21 23:20:04.150065","56.00","18.46"
"2023-04-22 13:30:04.304070","57.00","18.25"
"2023-04-21 22:40:04.273045","56.00","18.36"
"2023-04-21 21:45:04.589516","57.00","18.53"
"2023-04-22 21:00:03.955750","48.00","18.24"
"2023-04-23 08:35:04.562872","54.00","18.32"
"2023-04-21 16:15:28.071830","51.00","18.12"
"2023-04-21 15:52:27.417461","52.00","18.05"
"2023-04-22 18:15:04.308347","43.00","18.38"
"2023-04-22 03:45:04.182007","56.00","18.04"
"2023-04-22 06:00:04.520186","55.00","17.83"
"2023-04-21 16:05:00.726657","52.00","18.12"
"2023-04-23 01:20:04.422508","53.00","18.49"
"2023-04-22 09:50:04.090587","56.00","17.99"
"2023-04-22 18:05:04.112972","44.00","18.42"
"2023-04-22 19:10:03.855655","43.00","18.36"
"2023-04-21 16:05:09.592532","52.00","18.06"
"2023-04-21 16:04:34.300837","52.00","18.29"
"2023-04-23 02:25:04.221579","53.00","18.42"
"2023-04-22 02:45:03.904500","56.00","18.16"
"2023-04-22 09:10:04.345198","54.00","17.80"
"2023-04-23 02:10:04.399016","53.00","18.47"
"2023-04-22 18:00:04.531300","44.00","18.47"
"2023-04-21 23:55:04.372694","56.00","18.36"
"2023-04-23 08:15:04.076313","54.00","18.25"
"2023-04-21 17:10:04.693386","51.00","18.18"
"2023-04-22 05:45:04.788016","55.00","17.91"
"2023-04-22 10:45:04.760651","59.00","18.01"
"2023-04-22 04:15:04.788940","55.00","18.06"
"2023-04-21 16:29:46.989192","51.00","18.26"
"2023-04-21 15:48:17.493253","52.00","18.06"
"2023-04-22 12:55:04.119439","58.00","18.15"
"2023-04-22 19:40:04.423875","45.00","18.31"
"2023-04-22 13:15:04.468857","54.00","18.19"
"2023-04-22 20:40:04.620945","47.00","18.38"
"2023-04-22 13:05:04.247721","57.00","18.19"
"2023-04-22 21:15:04.719551","48.00","18.36"
"2023-04-22 09:00:04.128188","55.00","17.81"
"2023-04-22 23:40:04.282191","51.00","18.49"
"2023-04-21 22:15:04.227958","57.00","18.43"
"2023-04-22 08:55:04.544223","55.00","17.81"
"2023-04-22 11:40:04.330446","56.00","18.09"
"2023-04-23 07:05:04.694386","54.00","18.24"
"2023-04-21 23:40:04.576205","56.00","18.42"
"2023-04-23 06:00:04.824656","54.00","18.29"
"2023-04-21 15:52:15.336741","52.00","18.11"
"2023-04-21 20:50:04.733349","59.00","18.63"
"2023-04-23 00:05:04.211274","51.00","18.45"
"2023-04-21 21:15:04.843586","58.00","18.57"
"2023-04-22 15:10:04.517274","48.00","18.25"
"2023-04-22 08:05:04.435150","54.00","17.70"
"2023-04-22 12:45:03.914083","56.00","18.21"
"2023-04-23 01:55:04.593612","53.00","18.36"
"2023-04-22 19:55:04.204955","45.00","18.26"
"2023-04-22 00:15:04.736479","56.00","18.34"
"2023-04-22 12:30:04.167646","59.00","18.12"
"2023-04-22 16:55:04.365537","43.00","18.08"
"2023-04-21 16:04:43.172482","52.00","18.16"
"2023-04-22 10:40:04.150337","58.00","18.06"
"2023-04-23 09:50:04.464401","55.00","18.53"
"2023-04-23 10:50:04.705725","54.00","18.64"
"2023-04-21 16:04:51.973470","52.00","18.12"
"2023-04-23 05:20:04.088870","54.00","18.32"
"2023-04-22 22:00:04.179365","49.00","18.39"
"2023-04-22 11:00:04.517799","57.00","18.08"
"2023-04-23 00:35:03.973094","52.00","18.43"
"2023-04-23 09:30:04.129778","54.00","18.43"